name,file,docstring,content,start_line,end_line
result,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_exceptions.py,"The Result object to which this failure is attached (if any).
        ","def result(self):
        """""" The Result object to which this failure is attached (if any).
        """"""
        try:
            return self.response.result
        except AttributeError:
            return None",151,157
release,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_async_compat/concurrency.py,Release the lock,"def release(self):
        """"""Release the lock""""""
        me = asyncio.current_task()
        return self._release(me)",162,165
locked,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_async_compat/concurrency.py,Return True if lock is acquired.,"def locked(self):
        """"""Return True if lock is acquired.""""""
        return self._locked",188,190
acquire,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_async_compat/concurrency.py,"Acquire a lock.

This method will raise a RuntimeError where an ordinary
(non-placeholder) lock would need to block. I.e., when the lock is
already taken.

Returns True if the lock was successfully acquired.","def acquire(self):
        """"""Acquire a lock.

        This method will raise a RuntimeError where an ordinary
        (non-placeholder) lock would need to block. I.e., when the lock is
        already taken.

        Returns True if the lock was successfully acquired.
        """"""
        if self._locked:
            raise RuntimeError(""Cannot acquire a locked cooperative lock."")
        self._locked = True
        return True",192,204
release,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_async_compat/concurrency.py,"Release a lock.

When the lock is locked, reset it to unlocked, and return.

When invoked on an unlocked lock, a RuntimeError is raised.

There is no return value.","def release(self):
        """"""Release a lock.

        When the lock is locked, reset it to unlocked, and return.

        When invoked on an unlocked lock, a RuntimeError is raised.

        There is no return value.
        """"""
        if self._locked:
            self._locked = False
        else:
            raise RuntimeError(""Lock is not acquired."")",206,218
locked,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_async_compat/concurrency.py,Return True if lock is acquired.,"def locked(self):
        """"""Return True if lock is acquired.""""""
        return self._owner is not None",253,255
acquire,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_async_compat/concurrency.py,"Acquire a lock.

This method will raise a RuntimeError where an ordinary
(non-placeholder) lock would need to block. I.e., when the lock is
already taken by another Task.

Returns True if the lock was successfully acquired.","def acquire(self):
        """"""Acquire a lock.

        This method will raise a RuntimeError where an ordinary
        (non-placeholder) lock would need to block. I.e., when the lock is
        already taken by another Task.

        Returns True if the lock was successfully acquired.
        """"""
        me = asyncio.current_task()
        if self._owner is None:
            self._owner = me
            self._count = 1
            return True
        if self._owner is me:
            self._count += 1
            return True
        raise RuntimeError(
            ""Cannot acquire a foreign locked cooperative lock.""
        )",257,276
release,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_async_compat/concurrency.py,"Release a lock.

When the lock is locked, reset it to unlocked, and return.

When invoked on an unlocked or foreign lock, a RuntimeError is raised.

There is no return value.","def release(self):
        """"""Release a lock.

        When the lock is locked, reset it to unlocked, and return.

        When invoked on an unlocked or foreign lock, a RuntimeError is raised.

        There is no return value.
        """"""
        me = asyncio.current_task()
        if self._owner is None:
            raise RuntimeError(""Lock is not acquired."")
        if self._owner is not me:
            raise RuntimeError(""Cannot release a foreign lock."")
        self._count -= 1
        if not self._count:
            self._owner = None",278,294
notify,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_async_compat/concurrency.py,"By default, wake up one coroutine waiting on this condition, if any.
If the calling coroutine has not acquired the lock when this method
is called, a RuntimeError is raised.

This method wakes up at most n of the coroutines waiting for the
condition variable; it is a no-op if no coroutines are waiting.

Note: an awakened coroutine does not actually return from its
wait() call until it can reacquire the lock. Since notify() does
not release the lock, its caller should.","def notify(self, n=1):
        """"""By default, wake up one coroutine waiting on this condition, if any.
        If the calling coroutine has not acquired the lock when this method
        is called, a RuntimeError is raised.

        This method wakes up at most n of the coroutines waiting for the
        condition variable; it is a no-op if no coroutines are waiting.

        Note: an awakened coroutine does not actually return from its
        wait() call until it can reacquire the lock. Since notify() does
        not release the lock, its caller should.
        """"""
        if not self.locked():
            raise RuntimeError('cannot notify on un-acquired lock')

        idx = 0
        for fut in self._waiters:
            if idx >= n:
                break

            if not fut.done():
                idx += 1
                fut.set_result(False)",437,459
notify_all,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_async_compat/concurrency.py,"Wake up all threads waiting on this condition. This method acts
like notify(), but wakes up all waiting threads instead of one. If the
calling thread has not acquired the lock when this method is called,
a RuntimeError is raised.","def notify_all(self):
        """"""Wake up all threads waiting on this condition. This method acts
        like notify(), but wakes up all waiting threads instead of one. If the
        calling thread has not acquired the lock when this method is called,
        a RuntimeError is raised.
        """"""
        self.notify(len(self._waiters))",461,467
_connect,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_async_compat/network/_bolt_socket.py,":param resolved_address:
:param timeout: seconds
:param keep_alive: True or False
:returns: socket object","def _connect(cls, resolved_address, timeout, keep_alive):
        """"""

        :param resolved_address:
        :param timeout: seconds
        :param keep_alive: True or False
        :returns: socket object
        """"""

        s = None  # The socket

        try:
            if len(resolved_address) == 2:
                s = socket(AF_INET)
            elif len(resolved_address) == 4:
                s = socket(AF_INET6)
            else:
                raise ValueError(
                    ""Unsupported address {!r}"".format(resolved_address))
            t = s.gettimeout()
            if timeout:
                s.settimeout(timeout)
            log.debug(""[#0000]  C: <OPEN> %s"", resolved_address)
            s.connect(resolved_address)
            s.settimeout(t)
            keep_alive = 1 if keep_alive else 0
            s.setsockopt(SOL_SOCKET, SO_KEEPALIVE, keep_alive)
            return s
        except SocketTimeout:
            log.debug(""[#0000]  S: <TIMEOUT> %s"", resolved_address)
            log.debug(""[#0000]  C: <CLOSE> %s"", resolved_address)
            cls._kill_raw_socket(s)
            raise ServiceUnavailable(
                ""Timed out trying to establish connection to {!r}"".format(
                    resolved_address))
        except Exception as error:
            log.debug(""[#0000]  S: <ERROR> %s %s"", type(error).__name__,
                      "" "".join(map(repr, error.args)))
            log.debug(""[#0000]  C: <CLOSE> %s"", resolved_address)
            cls._kill_raw_socket(s)
            if isinstance(error, OSError):
                raise ServiceUnavailable(
                    ""Failed to establish connection to {!r} (reason {})""
                    .format(resolved_address, error)
                ) from error
            raise",505,550
_handshake,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_async_compat/network/_bolt_socket.py,":param s: Socket
:param resolved_address:
:param deadline:

:returns: (socket, version, client_handshake, server_response_data)","def _handshake(cls, s, resolved_address, deadline):
        """"""

        :param s: Socket
        :param resolved_address:
        :param deadline:

        :returns: (socket, version, client_handshake, server_response_data)
        """"""
        local_port = s.getsockname()[1]

        # TODO: Optimize logging code
        handshake = cls.Bolt.get_handshake()
        handshake = struct.unpack("">16B"", handshake)
        handshake = [handshake[i:i + 4] for i in range(0, len(handshake), 4)]

        supported_versions = [
            (""0x%02X%02X%02X%02X"" % (vx[0], vx[1], vx[2], vx[3])) for vx in
            handshake]

        log.debug(""[#%04X]  C: <MAGIC> 0x%08X"", local_port,
                  int.from_bytes(cls.Bolt.MAGIC_PREAMBLE, byteorder=""big""))
        log.debug(""[#%04X]  C: <HANDSHAKE> %s %s %s %s"", local_port,
                  *supported_versions)

        request = cls.Bolt.MAGIC_PREAMBLE + cls.Bolt.get_handshake()

        # Handle the handshake response
        original_timeout = s.gettimeout()
        s.settimeout(deadline.to_timeout())
        try:
            s.sendall(request)
            response = s.recv(4)
        except OSError as exc:
            raise ServiceUnavailable(
                f""Failed to read any data from server {resolved_address!r} ""
                f""after connected (deadline {deadline})""
            ) from exc
        finally:
            s.settimeout(original_timeout)
        data_size = len(response)
        if data_size == 0:
            # If no data is returned after a successful select
            # response, the server has closed the connection
            log.debug(""[#%04X]  S: <CLOSE>"", local_port)
            cls._kill_raw_socket(s)
            raise ServiceUnavailable(
                f""Connection to {resolved_address} closed without handshake ""
                ""response""
            )
        if data_size != 4:
            # Some garbled data has been received
            log.debug(""[#%04X]  S: @*#!"", local_port)
            cls._kill_raw_socket(s)
            raise BoltProtocolError(
                ""Expected four byte Bolt handshake response from ""
                f""{resolved_address!r}, received {response!r} instead; ""
                ""check for incorrect port number""
                , address=resolved_address
            )
        elif response == b""HTTP"":
            log.debug(""[#%04X]  S: <CLOSE>"", local_port)
            cls._kill_raw_socket(s)
            raise ServiceUnavailable(
                f""Cannot to connect to Bolt service on {resolved_address!r} ""
                ""(looks like HTTP)""
            )
        agreed_version = response[-1], response[-2]
        log.debug(""[#%04X]  S: <HANDSHAKE> 0x%06X%02X"", local_port,
                  agreed_version[1], agreed_version[0])
        return cls(s), agreed_version, handshake, response",578,648
connect,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_async_compat/network/_bolt_socket.py,"Connect and perform a handshake and return a valid Connection object,
assuming a protocol version can be agreed.","def connect(cls, address, *, tcp_timeout, deadline, custom_resolver,
                ssl_context, keep_alive):
        """""" Connect and perform a handshake and return a valid Connection object,
        assuming a protocol version can be agreed.
        """"""
        errors = []
        # Establish a connection to the host and port specified
        # Catches refused connections see:
        # https://docs.python.org/2/library/errno.html

        resolved_addresses = NetworkUtil.resolve_address(
            addressing.Address(address), resolver=custom_resolver
        )
        for resolved_address in resolved_addresses:
            deadline_timeout = deadline.to_timeout()
            if (
                deadline_timeout is not None
                and deadline_timeout <= tcp_timeout
            ):
                tcp_timeout = deadline_timeout
            s = None
            try:
                s = BoltSocket._connect(resolved_address, tcp_timeout,
                                        keep_alive)
                s = BoltSocket._secure(s, resolved_address._host_name,
                                       ssl_context)
                return BoltSocket._handshake(s, resolved_address, deadline)
            except (BoltError, DriverError, OSError) as error:
                try:
                    local_port = s.getsockname()[1]
                except (OSError, AttributeError):
                    local_port = 0
                err_str = error.__class__.__name__
                if str(error):
                    err_str += "": "" + str(error)
                log.debug(""[#%04X]  S: <CONNECTION FAILED> %s"", local_port,
                          err_str)
                if s:
                    cls.close_socket(s)
                errors.append(error)
            except Exception:
                if s:
                    cls.close_socket(s)
                raise
        if not errors:
            raise ServiceUnavailable(
                ""Couldn't connect to %s (resolved to %s)"" % (
                    str(address), tuple(map(str, resolved_addresses)))
            )
        else:
            raise ServiceUnavailable(
                ""Couldn't connect to %s (resolved to %s):\n%s"" % (
                    str(address), tuple(map(str, resolved_addresses)),
                    ""\n"".join(map(str, errors))
                )
            ) from errors[0]",668,723
_dns_resolver,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_async_compat/network/_util.py,"Regular DNS resolver. Takes an address object and optional
address family for filtering.

:param address:
:param family:
:returns:","def _dns_resolver(address, family=0):
        """""" Regular DNS resolver. Takes an address object and optional
        address family for filtering.

        :param address:
        :param family:
        :returns:
        """"""
        try:
            info = NetworkUtil.get_address_info(
                address.host, address.port, family=family,
                type=socket.SOCK_STREAM
            )
        except OSError:
            raise ValueError(""Cannot resolve address {}"".format(address))
        return _resolved_addresses_from_info(info, address._host_name)",105,120
resolve_address,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_async_compat/network/_util.py,"Carry out domain name resolution on this Address object.

If a resolver function is supplied, and is callable, this is
called first, with this object as its argument. This may yield
multiple output addresses, which are chained into a subsequent
regular DNS resolution call. If no resolver function is passed,
the DNS resolution is carried out on the original Address
object.

This function returns a list of resolved Address objects.

:param address: the Address to resolve
:param family: optional address family to filter resolved
               addresses by (e.g. `socket.AF_INET6`)
:param resolver: optional customer resolver function to be
                 called before regular DNS resolution","def resolve_address(address, family=0, resolver=None):
        """""" Carry out domain name resolution on this Address object.

        If a resolver function is supplied, and is callable, this is
        called first, with this object as its argument. This may yield
        multiple output addresses, which are chained into a subsequent
        regular DNS resolution call. If no resolver function is passed,
        the DNS resolution is carried out on the original Address
        object.

        This function returns a list of resolved Address objects.

        :param address: the Address to resolve
        :param family: optional address family to filter resolved
                       addresses by (e.g. `socket.AF_INET6`)
        :param resolver: optional customer resolver function to be
                         called before regular DNS resolution
        """"""
        if isinstance(address, addressing.ResolvedAddress):
            yield address
            return

        log.debug(""[#0000]  _: <RESOLVE> in: %s"", address)
        if resolver:
            for address in map(addressing.Address, resolver(address)):
                log.debug(""[#0000]  _: <RESOLVE> custom resolver out: %s"",
                          address)
                for resolved_address in NetworkUtil._dns_resolver(
                    address, family=family
                ):
                    log.debug(""[#0000]  _: <RESOLVE> dns resolver out: %s"",
                              resolved_address)
                    yield resolved_address
        else:
            for resolved_address in NetworkUtil._dns_resolver(
                address, family=family
            ):
                log.debug(""[#0000]  _: <RESOLVE> dns resolver out: %s"",
                          resolved_address)
                yield resolved_address",123,162
point_type,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_spatial/__init__.py,"Dynamically create a Point subclass.
    ","def point_type(
    name: str,
    fields: t.Tuple[str, str, str],
    srid_map: t.Dict[int, int]
) -> t.Type[Point]:
    """""" Dynamically create a Point subclass.
    """"""

    def srid(self):
        try:
            return srid_map[len(self)]
        except KeyError:
            return None

    attributes = {""srid"": property(srid)}

    for index, subclass_field in enumerate(fields):

        def accessor(self, i=index, f=subclass_field):
            try:
                return self[i]
            except IndexError:
                raise AttributeError(f)

        for field_alias in {subclass_field, ""xyz""[index]}:
            attributes[field_alias] = property(accessor)

    cls = t.cast(t.Type[Point], type(name, (Point,), attributes))

    with srid_table_lock:
        for dim, srid_ in srid_map.items():
            srid_table[srid_] = (cls, dim)

    return cls",80,113
hydrate_date,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/hydration/v1/temporal.py,"Hydrator for `Date` values.

:param days:
:returns: Date","def hydrate_date(days):
    """""" Hydrator for `Date` values.

    :param days:
    :returns: Date
    """"""
    return Date.from_ordinal(get_date_unix_epoch_ordinal() + days)",56,62
dehydrate_date,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/hydration/v1/temporal.py,"Dehydrator for `date` values.

:param value:
:type value: Date
:returns:","def dehydrate_date(value):
    """""" Dehydrator for `date` values.

    :param value:
    :type value: Date
    :returns:
    """"""
    return Structure(b""D"", value.toordinal() - get_date_unix_epoch().toordinal())",65,72
hydrate_time,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/hydration/v1/temporal.py,"Hydrator for `Time` and `LocalTime` values.

:param nanoseconds:
:param tz:
:returns: Time","def hydrate_time(nanoseconds, tz=None):
    """""" Hydrator for `Time` and `LocalTime` values.

    :param nanoseconds:
    :param tz:
    :returns: Time
    """"""
    from pytz import FixedOffset
    seconds, nanoseconds = map(int, divmod(nanoseconds, 1000000000))
    minutes, seconds = map(int, divmod(seconds, 60))
    hours, minutes = map(int, divmod(minutes, 60))
    t = Time(hours, minutes, seconds, nanoseconds)
    if tz is None:
        return t
    tz_offset_minutes, tz_offset_seconds = divmod(tz, 60)
    zone = FixedOffset(tz_offset_minutes)
    return zone.localize(t)",75,91
dehydrate_time,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/hydration/v1/temporal.py,"Dehydrator for `time` values.

:param value:
:type value: Time
:returns:","def dehydrate_time(value):
    """""" Dehydrator for `time` values.

    :param value:
    :type value: Time
    :returns:
    """"""
    if isinstance(value, Time):
        nanoseconds = value.ticks
    elif isinstance(value, time):
        nanoseconds = (3600000000000 * value.hour + 60000000000 * value.minute +
                       1000000000 * value.second + 1000 * value.microsecond)
    else:
        raise TypeError(""Value must be a neo4j.time.Time or a datetime.time"")
    if value.tzinfo:
        return Structure(b""T"", nanoseconds,
                         int(value.tzinfo.utcoffset(value).total_seconds()))
    else:
        return Structure(b""t"", nanoseconds)",94,112
hydrate_datetime,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/hydration/v1/temporal.py,"Hydrator for `DateTime` and `LocalDateTime` values.

:param seconds:
:param nanoseconds:
:param tz:
:returns: datetime","def hydrate_datetime(seconds, nanoseconds, tz=None):
    """""" Hydrator for `DateTime` and `LocalDateTime` values.

    :param seconds:
    :param nanoseconds:
    :param tz:
    :returns: datetime
    """"""
    from pytz import (
        FixedOffset,
        timezone,
    )
    minutes, seconds = map(int, divmod(seconds, 60))
    hours, minutes = map(int, divmod(minutes, 60))
    days, hours = map(int, divmod(hours, 24))
    t = DateTime.combine(
        Date.from_ordinal(get_date_unix_epoch_ordinal() + days),
        Time(hours, minutes, seconds, nanoseconds)
    )
    if tz is None:
        return t
    if isinstance(tz, int):
        tz_offset_minutes, tz_offset_seconds = divmod(tz, 60)
        zone = FixedOffset(tz_offset_minutes)
    else:
        zone = timezone(tz)
    return zone.localize(t)",115,141
dehydrate_datetime,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/hydration/v1/temporal.py,"Dehydrator for `datetime` values.

:param value:
:type value: datetime or DateTime
:returns:","def dehydrate_datetime(value):
    """""" Dehydrator for `datetime` values.

    :param value:
    :type value: datetime or DateTime
    :returns:
    """"""

    def seconds_and_nanoseconds(dt):
        if isinstance(dt, datetime):
            dt = DateTime.from_native(dt)
        zone_epoch = DateTime(1970, 1, 1, tzinfo=dt.tzinfo)
        dt_clock_time = dt.to_clock_time()
        zone_epoch_clock_time = zone_epoch.to_clock_time()
        t = dt_clock_time - zone_epoch_clock_time
        return t.seconds, t.nanoseconds

    tz = value.tzinfo
    if tz is None:
        # without time zone
        from pytz import utc
        value = utc.localize(value)
        seconds, nanoseconds = seconds_and_nanoseconds(value)
        return Structure(b""d"", seconds, nanoseconds)
    elif hasattr(tz, ""zone"") and tz.zone and isinstance(tz.zone, str):
        # with named pytz time zone
        seconds, nanoseconds = seconds_and_nanoseconds(value)
        return Structure(b""f"", seconds, nanoseconds, tz.zone)
    elif hasattr(tz, ""key"") and tz.key and isinstance(tz.key, str):
        # with named zoneinfo (Python 3.9+) time zone
        seconds, nanoseconds = seconds_and_nanoseconds(value)
        return Structure(b""f"", seconds, nanoseconds, tz.key)
    else:
        if isinstance(tz, timezone):
            # offset of the timezone is constant, so any date will do
            offset = tz.utcoffset(ANY_BUILTIN_DATETIME)
        else:
            offset = tz.utcoffset(value)
        # with time offset
        seconds, nanoseconds = seconds_and_nanoseconds(value)
        return Structure(b""F"", seconds, nanoseconds,
                         int(offset.total_seconds()))",144,185
hydrate_duration,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/hydration/v1/temporal.py,"Hydrator for `Duration` values.

:param months:
:param days:
:param seconds:
:param nanoseconds:
:returns: `duration` namedtuple","def hydrate_duration(months, days, seconds, nanoseconds):
    """""" Hydrator for `Duration` values.

    :param months:
    :param days:
    :param seconds:
    :param nanoseconds:
    :returns: `duration` namedtuple
    """"""
    return Duration(months=months, days=days, seconds=seconds, nanoseconds=nanoseconds)",232,241
dehydrate_duration,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/hydration/v1/temporal.py,"Dehydrator for `duration` values.

:param value:
:type value: Duration
:returns:","def dehydrate_duration(value):
    """""" Dehydrator for `duration` values.

    :param value:
    :type value: Duration
    :returns:
    """"""
    return Structure(b""E"", value.months, value.days, value.seconds, value.nanoseconds)",244,251
dehydrate_timedelta,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/hydration/v1/temporal.py,"Dehydrator for `timedelta` values.

:param value:
:type value: timedelta
:returns:","def dehydrate_timedelta(value):
    """""" Dehydrator for `timedelta` values.

    :param value:
    :type value: timedelta
    :returns:
    """"""
    months = 0
    days = value.days
    seconds = value.seconds
    nanoseconds = 1000 * value.microseconds
    return Structure(b""E"", months, days, seconds, nanoseconds)",254,265
dehydrate_np_datetime,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/hydration/v1/temporal.py,"Dehydrator for `numpy.datetime64` values.

:param value:
:type value: numpy.datetime64
:returns:","def dehydrate_np_datetime(value):
        """""" Dehydrator for `numpy.datetime64` values.

        :param value:
        :type value: numpy.datetime64
        :returns:
        """"""
        if np.isnat(value):
            return None
        year = value.astype(""datetime64[Y]"").astype(int) + 1970
        if not 0 < year <= 9999:
            # while we could encode years outside the range, they would fail
            # when retrieved from the database.
            raise ValueError(f""Year out of range ({MIN_YEAR:d}..{MAX_YEAR:d}) ""
                             f""found {year}"")
        seconds = value.astype(np.dtype(""datetime64[s]"")).astype(int)
        nanoseconds = (value.astype(np.dtype(""datetime64[ns]"")).astype(int)
                       % NANO_SECONDS)
        return Structure(b""d"", seconds, nanoseconds)",189,207
dehydrate_pandas_datetime,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/hydration/v1/temporal.py,"Dehydrator for `pandas.Timestamp` values.

:param value:
:type value: pandas.Timestamp
:returns:","def dehydrate_pandas_datetime(value):
        """""" Dehydrator for `pandas.Timestamp` values.

        :param value:
        :type value: pandas.Timestamp
        :returns:
        """"""
        return dehydrate_datetime(
            DateTime(
                value.year,
                value.month,
                value.day,
                value.hour,
                value.minute,
                value.second,
                value.microsecond * 1000 + value.nanosecond,
                value.tzinfo,
            )
        )",211,229
dehydrate_np_timedelta,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/hydration/v1/temporal.py,"Dehydrator for `numpy.timedelta64` values.

:param value:
:type value: numpy.timedelta64
:returns:","def dehydrate_np_timedelta(value):
        """""" Dehydrator for `numpy.timedelta64` values.

        :param value:
        :type value: numpy.timedelta64
        :returns:
        """"""
        if np.isnat(value):
            return None
        unit, step_size = np.datetime_data(value)
        numer = int(value.astype(int))
        # raise RuntimeError((type(numer), type(step_size)))
        kwarg = _NUMPY_DURATION_UNITS.get(unit)
        if kwarg is not None:
            return dehydrate_duration(Duration(**{kwarg: numer * step_size}))
        return dehydrate_duration(Duration(
            nanoseconds=value.astype(""timedelta64[ns]"").astype(int)
        ))",282,299
dehydrate_pandas_timedelta,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/hydration/v1/temporal.py,"Dehydrator for `pandas.Timedelta` values.

:param value:
:type value: pandas.Timedelta
:returns:","def dehydrate_pandas_timedelta(value):
        """""" Dehydrator for `pandas.Timedelta` values.

        :param value:
        :type value: pandas.Timedelta
        :returns:
        """"""
        return dehydrate_duration(Duration(
            nanoseconds=value.value
        ))",303,312
hydrate_point,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/hydration/v1/spatial.py,"Create a new instance of a Point subclass from a raw
set of fields. The subclass chosen is determined by the
given SRID; a ValueError will be raised if no such
subclass can be found.","def hydrate_point(srid, *coordinates):
    """""" Create a new instance of a Point subclass from a raw
    set of fields. The subclass chosen is determined by the
    given SRID; a ValueError will be raised if no such
    subclass can be found.
    """"""
    try:
        point_class, dim = srid_table[srid]
    except KeyError:
        point = Point(coordinates)
        point.srid = srid
        return point
    else:
        if len(coordinates) != dim:
            raise ValueError(""SRID %d requires %d coordinates (%d provided)"" % (srid, dim, len(coordinates)))
        return point_class(coordinates)",24,39
dehydrate_point,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/hydration/v1/spatial.py,"Dehydrator for Point data.

:param value:
:type value: Point
:returns:","def dehydrate_point(value):
    """""" Dehydrator for Point data.

    :param value:
    :type value: Point
    :returns:
    """"""
    dim = len(value)
    if dim == 2:
        return Structure(b""X"", value.srid, *value)
    elif dim == 3:
        return Structure(b""Y"", value.srid, *value)
    else:
        raise ValueError(""Cannot dehydrate Point with %d dimensions"" % dim)",42,55
hydrate_datetime,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/hydration/v2/temporal.py,"Hydrator for `DateTime` and `LocalDateTime` values.

:param seconds:
:param nanoseconds:
:param tz:
:returns: datetime","def hydrate_datetime(seconds, nanoseconds, tz=None):  # type: ignore[no-redef]
    """""" Hydrator for `DateTime` and `LocalDateTime` values.

    :param seconds:
    :param nanoseconds:
    :param tz:
    :returns: datetime
    """"""
    import pytz

    minutes, seconds = map(int, divmod(seconds, 60))
    hours, minutes = map(int, divmod(minutes, 60))
    days, hours = map(int, divmod(hours, 24))
    t = DateTime.combine(
        Date.from_ordinal(get_date_unix_epoch_ordinal() + days),
        Time(hours, minutes, seconds, nanoseconds)
    )
    if tz is None:
        return t
    if isinstance(tz, int):
        tz_offset_minutes, tz_offset_seconds = divmod(tz, 60)
        zone = pytz.FixedOffset(tz_offset_minutes)
    else:
        zone = pytz.timezone(tz)
    t = t.replace(tzinfo=pytz.UTC)
    return t.as_timezone(zone)",20,45
dehydrate_datetime,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/hydration/v2/temporal.py,"Dehydrator for `datetime` values.

:param value:
:type value: datetime
:returns:","def dehydrate_datetime(value):  # type: ignore[no-redef]
    """""" Dehydrator for `datetime` values.

    :param value:
    :type value: datetime
    :returns:
    """"""

    import pytz

    def seconds_and_nanoseconds(dt):
        if isinstance(dt, datetime):
            dt = DateTime.from_native(dt)
        dt = dt.astimezone(pytz.UTC)
        utc_epoch = DateTime(1970, 1, 1, tzinfo=pytz.UTC)
        dt_clock_time = dt.to_clock_time()
        utc_epoch_clock_time = utc_epoch.to_clock_time()
        t = dt_clock_time - utc_epoch_clock_time
        return t.seconds, t.nanoseconds

    tz = value.tzinfo
    if tz is None:
        # without time zone
        value = pytz.UTC.localize(value)
        seconds, nanoseconds = seconds_and_nanoseconds(value)
        return Structure(b""d"", seconds, nanoseconds)
    elif hasattr(tz, ""zone"") and tz.zone and isinstance(tz.zone, str):
        # with named pytz time zone
        seconds, nanoseconds = seconds_and_nanoseconds(value)
        return Structure(b""i"", seconds, nanoseconds, tz.zone)
    elif hasattr(tz, ""key"") and tz.key and isinstance(tz.key, str):
        # with named zoneinfo (Python 3.9+) time zone
        seconds, nanoseconds = seconds_and_nanoseconds(value)
        return Structure(b""i"", seconds, nanoseconds, tz.key)
    else:
        # with time offset
        if isinstance(tz, timezone):
            # offset of the timezone is constant, so any date will do
            offset = tz.utcoffset(datetime(1970, 1, 1))
        else:
            offset = tz.utcoffset(value)
        seconds, nanoseconds = seconds_and_nanoseconds(value)
        if offset.microseconds:
            raise ValueError(""Bolt protocol does not support sub-second ""
                             ""UTC offsets."")
        offset_seconds = offset.days * 86400 + offset.seconds
        return Structure(b""I"", seconds, nanoseconds, offset_seconds)",48,94
dehydrate_pandas_datetime,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/hydration/v2/temporal.py,"Dehydrator for `pandas.Timestamp` values.

:param value:
:type value: pandas.Timestamp
:returns:","def dehydrate_pandas_datetime(value):
        """""" Dehydrator for `pandas.Timestamp` values.

        :param value:
        :type value: pandas.Timestamp
        :returns:
        """"""
        seconds, nanoseconds = divmod(value.value, NANO_SECONDS)

        import pytz

        tz = value.tzinfo
        if tz is None:
            # without time zone
            return Structure(b""d"", seconds, nanoseconds)
        elif hasattr(tz, ""zone"") and tz.zone and isinstance(tz.zone, str):
            # with named pytz time zone
            return Structure(b""i"", seconds, nanoseconds, tz.zone)
        elif hasattr(tz, ""key"") and tz.key and isinstance(tz.key, str):
            # with named zoneinfo (Python 3.9+) time zone
            return Structure(b""i"", seconds, nanoseconds, tz.key)
        else:
            # with time offset
            offset = tz.utcoffset(value)
            if offset.microseconds:
                raise ValueError(""Bolt protocol does not support sub-second ""
                                 ""UTC offsets."")
            offset_seconds = offset.days * 86400 + offset.seconds
            return Structure(b""I"", seconds, nanoseconds, offset_seconds)",98,126
pop_u16,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_codec/packstream/v1/__init__.py,"Remove the last two bytes of data, returning them as a big-endian
16-bit unsigned integer.","def pop_u16(self):
        """""" Remove the last two bytes of data, returning them as a big-endian
        16-bit unsigned integer.
        """"""
        if self.used >= 2:
            value = 0x100 * self.data[self.used - 2] + self.data[self.used - 1]
            self.used -= 2
            return value
        else:
            return -1",500,509
